mes_aplicacion	semilla_undersampling	semilla_public	ganancia_public_inalcanzable	probabilidad_corte	ganancia_public	ganancia_private	ganancia_completa	
201911	102191	906823	13571250	0.06	13522500	12785625	12933000	
201911	102191	461603	12847500	0.16	11786250	12621562	12454500	
201911	102191	590963	13357500	0.14	13346250	12302812	12511500	
201911	102191	366217	13410000	0.06	13410000	12813750	12933000	
201911	102191	780631	13383750	0.17	12195000	12405938	12363750	
201911	102191	902179	15453750	0.08	15453750	12413438	13021500	
201911	102191	651029	14846250	0.17	14486250	11833125	12363750	
201911	102191	511691	12232500	0.08	12232500	13218750	13021500	
201911	102191	259387	13290000	0.18	11955000	12232500	12177000	
201911	102191	221071	12851250	0.16	12172500	12525000	12454500	
201911	102191	538301	13245000	0.08	13065000	13010625	13021500	
201911	102191	706913	12180000	0.12	12015000	13005938	12807750	
201911	102191	212999	13556250	0.15	12071250	12476250	12395250	
201911	102191	647321	13875000	0.16	13717500	12138750	12454500	
201911	102191	167623	13383750	0.22	11051250	11535000	11438250	
201911	102191	222163	13777500	0.17	12108750	12427500	12363750	
201911	102191	920687	13773750	0.15	13462500	12128438	12395250	
201911	102191	167213	13612500	0.08	13612500	12873750	13021500	
201911	102191	325673	14073750	0.14	13173750	12345938	12511500	
201911	102191	132233	13522500	0.18	11820000	12266250	12177000	
201911	102191	284227	13935000	0.14	13698750	12214688	12511500	
